SchoolYear,DistrictCode,SchoolCode,DistrictName,DistrictType,SchoolName,SchoolType,Street1,Street2,City,State,Zip,County,LowestGrade,HighestGrade,EducationLevel,HasEC,HasPK,HasKN,HasElementaryGrade,HasMiddleGrade,HasHighGrade,IsUngraded,Geocoded Location
2014,37,733,Delmar School District,Regular,Delmar Middle School,PUBLIC,200 North Eighth Street,--,Delmar,DE,199401399,Sussex,05,08,Middle,0,0,0,1,1,0,0,"200 North Eighth Street
Delmar, DE 199401399
(38.45782, -75.568311)"
2014,34,412,Colonial School District,Regular,Castle Hills Elementary School,PUBLIC,502 Moores Lane,--,New Castle,DE,197203499,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"502 Moores Lane
New Castle, DE 197203499
(39.681229, -75.566488)"
2016,97,975,Dept. of Svs. for Children Youth & Their Families,Service,NCC Detention Center,SERVICE,963 Centre Road,--,Wilmington,DE,198051268,New Castle,04,12,High,0,0,0,1,1,1,0,"963 Centre Road
Wilmington, DE 198051268
(39.7577, -75.60562)"
2016,36,741,Indian River School District,Regular,Millsboro Middle School,PUBLIC,302 East State Street,--,Millsboro,DE,199660668,Sussex,06,08,Middle,0,0,0,0,1,0,0,"302 East State Street
Millsboro, DE 199660668
(38.590742, -75.287766)"
2016,85,584,Academy of Dover Charter School,Charter,Academy Of Dover Charter School,PUBLIC,104 Saulsbury Road,--,Dover,DE,19904,Kent,KG,05,Elementary,0,0,1,1,0,0,0,"104 Saulsbury Road
Dover, DE 19904
(39.162062, -75.543869)"
2016,15,662,Lake Forest School District,Regular,Lake Forest South Elementary School,PUBLIC,301 Dorman Street,--,Harrington,DE,199521099,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"301 Dorman Street
Harrington, DE 199521099
(38.929884, -75.58176)"
2015,9608,4060,The Delaware Met,Charter,Delaware Met (The),PUBLIC,"100 West 10th Street, Suite 403",--,Wilmington,DE,19801,New Castle,09,10,High,0,0,0,0,0,1,0,"100 West 10th Street, Suite 403
Wilmington, DE 19801
(39.745947, -75.548747)"
2013,17,728,Cape Henlopen School District,Regular,Sussex Consortium,PUBLIC,520 duPont Avenue,--,Lewes,DE,199581239,Sussex,PK,12,High,0,1,1,1,1,1,0,"520 duPont Avenue
Lewes, DE 199581239
(38.772664, -75.147812)"
2013,31,510,Brandywine School District,Regular,Bush (Charles W.) School,PUBLIC,2523 Berwyn Road,--,Wilmington,DE,19810,New Castle,PK,KG,,0,1,1,0,0,0,0,"2523 Berwyn Road
Wilmington, DE 19810
(39.819379, -75.526453)"
2013,36,743,Indian River School District,Regular,Georgetown Middle School,PUBLIC,301 West Market Street,--,Georgetown,DE,199472399,Sussex,06,08,Middle,0,0,0,0,1,0,0,"301 West Market Street
Georgetown, DE 199472399
(38.685699, -75.391282)"
2015,13,642,Capital School District,Regular,Towne Point Elementary School,PUBLIC,629 Buckson Drive,--,Dover,DE,199012599,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"629 Buckson Drive
Dover, DE 199012599
(39.176529, -75.521163)"
2015,32,260,Red Clay Consolidated School District,Regular,Richey Elementary School,PUBLIC,105 East Highland Avenue,--,Wilmington,DE,198042700,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"105 East Highland Avenue
Wilmington, DE 198042700
(39.716859, -75.607816)"
2013,10,626,Caesar Rodney School District,Regular,Caesar Rodney High School,PUBLIC,239 Old North Road,--,Camden,DE,199341248,Kent,09,12,High,0,0,0,0,0,1,0,"239 Old North Road
Camden, DE 199341248
(39.117836, -75.542046)"
2013,97,978,Dept. of Svs. for Children Youth & Their Fami,Service,Peoples Place Non-Secure Detention,SERVICE,909 N. Church St.,--,Milford,DE,19963,New Castle,KG,12,High,0,0,1,1,1,1,0,"909 N. Church St.
Milford, DE 19963
(38.926264, -75.429422)"
2016,33,327,Christina School District,Regular,Oberle (William) Elementary School,PUBLIC,500 South Caledonia Way,--,Bear,DE,19701,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"500 South Caledonia Way
Bear, DE 19701
(39.614699, -75.692641)"
2016,33,540,Christina School District,Regular,Delaware School for the Deaf School (DSD),PUBLIC,630 East Chestnut Hill Road,--,Newark,DE,197131814,New Castle,PK,12,High,0,1,1,1,1,1,0,"630 East Chestnut Hill Road
Newark, DE 197131814
(39.672843, -75.707236)"
2014,33,537,Christina School District,Regular,Douglass School,PUBLIC,1800 Prospect Road,--,Wilmington,DE,198054120,New Castle,KG,12,High,0,0,1,1,1,1,0,"1800 Prospect Road
Wilmington, DE 198054120
(39.738841, -75.580538)"
2013,10,610,Caesar Rodney School District,Regular,Frear (Allen) Elementary School,PUBLIC,950 Center Road,--,Dover,DE,19901,Kent,01,05,Elementary,0,0,0,1,0,0,0,"950 Center Road
Dover, DE 19901
(39.115677, -75.485024)"
2014,34,422,Colonial School District,Regular,Wilbur (Kathleen H.) Elementary,PUBLIC,4050 Wrangle Hill Road,--,Bear,DE,19701,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"4050 Wrangle Hill Road
Bear, DE 19701
(39.581239, -75.667048)"
2014,32,276,Red Clay Consolidated School District,Regular,duPont (H.B.) Middle School,PUBLIC,735 Meeting House Road,--,Hockessin,DE,197079245,New Castle,06,08,Middle,0,0,0,0,1,0,0,"735 Meeting House Road
Hockessin, DE 197079245
(39.799235, -75.692822)"
2013,33,538,Christina School District,Regular,Brennen School (The),PUBLIC,144 Brennen Drive,--,Newark,DE,197133998,New Castle,PK,12,High,0,1,1,1,1,1,0,"144 Brennen Drive
Newark, DE 197133998
(39.674038, -75.713735)"
2014,33,545,Christina School District,Regular,Christina Early Education Center,PUBLIC,620 East Chestnut Hill Rd,--,Newark,DE,197131814,New Castle,PK,PK,Pre-Kindergarten,0,1,0,0,0,0,0,"620 East Chestnut Hill Rd
Newark, DE 197131814
(39.671946, -75.708545)"
2015,33,327,Christina School District,Regular,Oberle (William) Elementary School,PUBLIC,500 South Caledonia Way,--,Bear,DE,19701,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"500 South Caledonia Way
Bear, DE 19701
(39.614699, -75.692641)"
2013,72,571,East Side Charter School,Charter,East Side Charter School,PUBLIC,3000 North Claymont Street,--,Wilmington,DE,19802,New Castle,KG,08,Middle,0,0,1,1,1,0,0,"3000 North Claymont Street
Wilmington, DE 19802
(39.752213, -75.523061)"
2014,36,736,Indian River School District,Regular,Lord Baltimore Elementary School,PUBLIC,120 Atlantic Avenue,--,Ocean View,DE,199700021,Sussex,PR,05,Elementary,1,1,1,1,0,0,0,"120 Atlantic Avenue
Ocean View, DE 199700021
(38.545358, -75.098198)"
2015,36,748,Indian River School District,Regular,Sussex Central High School,PUBLIC,26026 Patriots Way,--,Georgetown,DE,199472399,Sussex,08,12,High,0,0,0,0,1,1,0,"26026 Patriots Way
Georgetown, DE 199472399
(38.630944, -75.32431)"
2016,9609,4065,Delaware Design-Lab High School,Charter,Delaware Design-Lab High School,PUBLIC,519 North Market Street,--,Wilmington,DE,19801,New Castle,09,10,High,0,0,0,0,0,1,0,"519 North Market Street
Wilmington, DE 19801
(39.741295, -75.550694)"
2016,32,242,Red Clay Consolidated School District,Regular,Heritage Elementary School,PUBLIC,2815 Highlands Lane,--,Wilmington,DE,198083634,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"2815 Highlands Lane
Wilmington, DE 198083634
(39.722111, -75.684501)"
2012,24,680,Smyrna School District,Regular,Clayton Elementary School,PUBLIC,510 West Main Street,--,Clayton,DE,199383400,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"510 West Main Street
Clayton, DE 199383400
(39.288887, -75.638344)"
2013,33,394,Christina School District,Regular,Newark High School,PUBLIC,750 East Delaware Avenue,--,Newark,DE,197117188,New Castle,09,12,High,0,0,0,0,0,1,0,"750 East Delaware Avenue
Newark, DE 197117188
(39.681591, -75.736414)"
2015,66,565,Delaware College Preparatory Academy,Charter,Delaware College Preparatory Academy,PUBLIC,510 West 28th Street,--,Wilmington,DE,19802,New Castle,KG,04,Elementary,0,0,1,1,0,0,0,"510 West 28th Street
Wilmington, DE 19802
(39.759885, -75.537509)"
2014,33,326,Christina School District,Regular,McVey (Joseph M.) Elementary School,PUBLIC,908 Janice Drive,--,Newark,DE,197134099,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"908 Janice Drive
Newark, DE 197134099
(39.655492, -75.747698)"
2015,18,668,Milford School District,Regular,Banneker (Benjamin) Elementary School,PUBLIC,449 North Street,--,Milford,DE,199631199,Kent,01,05,Elementary,0,0,0,1,0,0,0,"449 North Street
Milford, DE 199631199
(38.919454, -75.432178)"
2015,15,669,Lake Forest School District,Regular,Lake Forest Central Elementary School,PUBLIC,5424 Killens Pond Road,--,Felton,DE,19943,Kent,04,05,Elementary,0,0,0,1,0,0,0,"5424 Killens Pond Road
Felton, DE 19943
(38.989281, -75.552253)"
2013,40,770,Sussex Technical School District,Regular,Sussex Technical High School,PUBLIC,17099 County Seat Highway,--,Georgetown,DE,199470351,Sussex,09,AE,,0,0,0,0,0,1,1,"17099 County Seat Highway
Georgetown, DE 199470351
(38.642971, -75.442331)"
2016,31,176,Brandywine School District,Regular,Mount Pleasant Elementary School,PUBLIC,500 Duncan Road,--,Wilmington,DE,198092359,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"500 Duncan Road
Wilmington, DE 198092359
(39.771436, -75.496349)"
2012,29,13,Appoquinimink School District,Regular,Appoquinimink Early Childhood Center,PUBLIC,502 South Broad Street,--,Middletown,DE,197091196,New Castle,PR,KG,,1,1,1,0,0,0,0,"502 South Broad Street
Middletown, DE 197091196
(39.444532, -75.715398)"
2012,23,761,Seaford School District,Regular,Blades Elementary School,PUBLIC,900 South Arch Street,--,Blades,DE,199734553,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"900 South Arch Street
Blades, DE 199734553
(38.630133, -75.60677)"
2016,32,526,Red Clay Consolidated School District,Regular,Richardson Park Learning Center,PUBLIC,99 Middleboro Road,--,Wilmington,DE,198041600,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"99 Middleboro Road
Wilmington, DE 198041600
(39.72246, -75.590147)"
2016,31,510,Brandywine School District,Regular,Bush (Charles W.) Pre-School,PUBLIC,2523 Berwyn Road,--,Wilmington,DE,19810,New Castle,PK,KG,,0,1,1,0,0,0,0,"2523 Berwyn Road
Wilmington, DE 19810
(39.819379, -75.526453)"
2016,40,770,Sussex Technical School District,Regular,Sussex Technical High School,PUBLIC,17099 County Seat Highway,--,Georgetown,DE,199470351,Sussex,09,13,High,0,0,0,0,0,1,0,"17099 County Seat Highway
Georgetown, DE 199470351
(38.642971, -75.442331)"
2016,32,248,Red Clay Consolidated School District,Regular,Shortlidge (Evan G.) Academy,PUBLIC,100 West 18th Street,--,Wilmington,DE,198024836,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"100 West 18th Street
Wilmington, DE 198024836
(39.752418, -75.544595)"
2014,32,254,Red Clay Consolidated School District,Regular,Richardson Park Elementary School,PUBLIC,16 Idella Avenue,--,Wilmington,DE,19804,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"16 Idella Avenue
Wilmington, DE 19804
(39.724089, -75.591614)"
2014,31,190,Brandywine School District,Regular,Brandywine High School,PUBLIC,1400 Foulk Road,--,Wilmington,DE,198032794,New Castle,09,12,High,0,0,0,0,0,1,0,"1400 Foulk Road
Wilmington, DE 198032794
(39.80007, -75.522675)"
2014,33,362,Christina School District,Regular,Stubbs (Frederick Douglass) Elementary School,PUBLIC,1100 North Pine Street,--,Wilmington,DE,198014099,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"1100 North Pine Street
Wilmington, DE 198014099
(39.744125, -75.540861)"
2015,29,21,Appoquinimink School District,Regular,Brick Mill Elementary School,PUBLIC,378 Brick Mill Road,--,Middletown,DE,19709,New Castle,01,05,Elementary,0,0,0,1,0,0,0,"378 Brick Mill Road
Middletown, DE 19709
(39.458546, -75.687767)"
2013,34,490,Colonial School District,Regular,Penn (William) High School,PUBLIC,713 East Basin Road,--,New Castle,DE,197204295,New Castle,09,12,High,0,0,0,0,0,1,0,"713 East Basin Road
New Castle, DE 197204295
(39.669578, -75.582891)"
2013,36,692,Indian River School District,Regular,North Georgetown Elementary School,PUBLIC,664 North Bedford Street,--,Georgetown,DE,199472162,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"664 North Bedford Street
Georgetown, DE 199472162
(38.704122, -75.40084)"
2016,13,636,Capital School District,Regular,Booker T. Washington Elementary School,PUBLIC,901 Forest Street,--,Dover,DE,199043497,Kent,PR,04,Elementary,1,1,1,1,0,0,0,"901 Forest Street
Dover, DE 199043497
(39.15901, -75.540385)"
2013,16,754,Laurel School District,Regular,Laurel Middle School,PUBLIC,801 South Central Avenue,--,Laurel,DE,199561498,Sussex,07,08,Middle,0,0,0,0,1,0,0,"801 South Central Avenue
Laurel, DE 199561498
(38.550692, -75.569748)"
2013,29,17,Appoquinimink School District,Regular,Meredith (Everett) Middle School,PUBLIC,504 South Broad Street,--,Middletown,DE,197091196,New Castle,06,08,Middle,0,0,0,0,1,0,0,"504 South Broad Street
Middletown, DE 197091196
(39.44319, -75.715052)"
2014,36,741,Indian River School District,Regular,Millsboro Middle School,PUBLIC,302 East State Street,--,Millsboro,DE,199660668,Sussex,06,08,Middle,0,0,0,0,1,0,0,"302 East State Street
Millsboro, DE 199660668
(38.590742, -75.287766)"
2015,33,310,Christina School District,Regular,Brookside Elementary School,PUBLIC,800 Marrows Road,--,Newark,DE,197131511,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"800 Marrows Road
Newark, DE 197131511
(39.668127, -75.727326)"
2013,97,981,Dept. of Svs. for Children Youth & Their Fami,Service,Delaware Day Treatment Center (6-14) Dover,SERVICE,103 Mont Blanc Blvd.,--,Dover,DE,199046540,New Castle,PK,12,High,0,1,1,1,1,1,0,"103 Mont Blanc Blvd.
Dover, DE 199046540
(39.167886, -75.547285)"
2012,23,764,Seaford School District,Regular,Seaford Middle School,PUBLIC,500 East Stein Highway,--,Seaford,DE,199731528,Sussex,06,08,Middle,0,0,0,0,1,0,0,"500 East Stein Highway
Seaford, DE 199731528
(38.647745, -75.611522)"
2014,23,764,Seaford School District,Regular,Seaford Middle School,PUBLIC,500 East Stein Highway,--,Seaford,DE,199731528,Sussex,06,08,Middle,0,0,0,0,1,0,0,"500 East Stein Highway
Seaford, DE 199731528
(38.647745, -75.611522)"
2015,33,318,Christina School District,Regular,Downes (John R.) Elementary School,PUBLIC,220 Casho Mill Road,--,Newark,DE,197112699,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"220 Casho Mill Road
Newark, DE 197112699
(39.683244, -75.775504)"
2015,18,672,Milford School District,Regular,Ross (Lulu M.) Elementary School,PUBLIC,310 Lovers Lane,--,Milford,DE,199632699,Kent,02,05,Elementary,0,0,0,1,0,0,0,"310 Lovers Lane
Milford, DE 199632699
(38.906006, -75.417074)"
2016,33,312,Christina School District,Regular,Marshall (Thurgood) Elementary School,PUBLIC,101 Barrett Run Road,--,Newark,DE,197022949,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"101 Barrett Run Road
Newark, DE 197022949
(39.644881, -75.682541)"
2014,73,572,Reach Academy for Girls,Charter,Reach Academy for Girls,PUBLIC,170 Lukens Drive,--,New Castle,DE,19720,New Castle,KG,08,Middle,0,0,1,1,1,0,0,"170 Lukens Drive
New Castle, DE 19720
(39.678893, -75.547238)"
2012,24,686,Smyrna School District,Regular,Moore (John Bassett) School,PUBLIC,20 West Frazier Street,--,Smyrna,DE,199771497,Kent,05,06,Middle,0,0,0,1,1,0,0,"20 West Frazier Street
Smyrna, DE 199771497
(39.297972, -75.604694)"
2015,33,537,Christina School District,Regular,Douglass School,PUBLIC,1800 Prospect Road,--,Wilmington,DE,198054120,New Castle,KG,12,High,0,0,1,1,1,1,0,"1800 Prospect Road
Wilmington, DE 198054120
(39.738841, -75.580538)"
2014,31,176,Brandywine School District,Regular,Mount Pleasant Elementary School,PUBLIC,500 Duncan Road,--,Wilmington,DE,198092359,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"500 Duncan Road
Wilmington, DE 198092359
(39.771436, -75.496349)"
2013,33,324,Christina School District,Regular,Maclary (R. Elisabeth) Elementary School,PUBLIC,300 St. Regis Drive,--,Newark,DE,197113800,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"300 St. Regis Drive
Newark, DE 197113800
(39.702243, -75.736557)"
2016,32,286,Red Clay Consolidated School District,Regular,Calloway (Cab) School of the Arts,PUBLIC,100 North duPont Road,--,Wilmington,DE,198073199,New Castle,06,12,High,0,0,0,0,1,1,0,"100 North duPont Road
Wilmington, DE 198073199
(39.741248, -75.589405)"
2013,70,295,Charter School of Wilmington,Charter,Charter School of Wilmington,PUBLIC,100 North duPont Road,--,Wilmington,DE,198073199,New Castle,09,12,High,0,0,0,0,0,1,0,"100 North duPont Road
Wilmington, DE 198073199
(39.741248, -75.589405)"
2016,18,673,Milford School District,Regular,Mispillion Elementary,PUBLIC,311 Lovers Lane,--,Milford,DE,199632699,Kent,01,05,Elementary,0,0,0,1,0,0,0,"311 Lovers Lane
Milford, DE 199632699
(38.906958, -75.416595)"
2013,18,676,Milford School District,Regular,Milford Middle School,PUBLIC,612 Lakeview Avenue,--,Milford,DE,199632920,Kent,05,08,Middle,0,0,0,1,1,0,0,"612 Lakeview Avenue
Milford, DE 199632920
(38.904564, -75.43744)"
2015,33,394,Christina School District,Regular,Newark High School,PUBLIC,750 East Delaware Avenue,--,Newark,DE,197117188,New Castle,09,12,High,0,0,0,0,0,1,0,"750 East Delaware Avenue
Newark, DE 197117188
(39.681591, -75.736414)"
2014,36,690,Indian River School District,Regular,Long Neck Elementary School,PUBLIC,26064 School Lane,--,Millsboro,DE,199661199,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"26064 School Lane
Millsboro, DE 199661199
(38.629723, -75.184895)"
2015,15,662,Lake Forest School District,Regular,Lake Forest South Elementary School,PUBLIC,301 Dorman Street,--,Harrington,DE,199521099,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"301 Dorman Street
Harrington, DE 199521099
(38.929884, -75.58176)"
2013,34,420,Colonial School District,Regular,Wilmington Manor Elementary School,PUBLIC,200 East Roosevelt Avenue,--,New Castle,DE,197203399,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"200 East Roosevelt Avenue
New Castle, DE 197203399
(39.684437, -75.582409)"
2013,24,686,Smyrna School District,Regular,Moore (John Bassett) School,PUBLIC,20 West Frazier Street,--,Smyrna,DE,199771497,Kent,05,06,Middle,0,0,0,1,1,0,0,"20 West Frazier Street
Smyrna, DE 199771497
(39.297972, -75.604694)"
2015,13,634,Capital School District,Regular,South Dover Elementary School,PUBLIC,955 South State Street,--,Dover,DE,199014177,Kent,PR,04,Elementary,1,1,1,1,0,0,0,"955 South State Street
Dover, DE 199014177
(39.148579, -75.522424)"
2015,24,685,Smyrna School District,Regular,Smyrna Middle School,PUBLIC,700 Duck Creek Parkway,--,Smyrna,DE,199771091,Kent,06,08,Middle,0,0,0,0,1,0,0,"700 Duck Creek Parkway
Smyrna, DE 199771091
(39.303572, -75.624913)"
2012,16,753,Laurel School District,Regular,Dunbar (Paul Laurence) Elementary School,PUBLIC,499 West Sixth Street,--,Laurel,DE,199561363,Sussex,PK,01,Elementary,0,1,1,1,0,0,0,"499 West Sixth Street
Laurel, DE 199561363
(38.557111, -75.581982)"
2015,23,766,Seaford School District,Regular,Seaford Senior High School,PUBLIC,399 North Market Street,--,Seaford,DE,199732611,Sussex,09,12,High,0,0,0,0,0,1,0,"399 North Market Street
Seaford, DE 199732611
(38.646537, -75.612663)"
2013,23,766,Seaford School District,Regular,Seaford Senior High School,PUBLIC,399 North Market Street,--,Seaford,DE,199732611,Sussex,08,12,High,0,0,0,0,1,1,0,"399 North Market Street
Seaford, DE 199732611
(38.646537, -75.612663)"
2016,24,685,Smyrna School District,Regular,Smyrna Middle School,PUBLIC,700 Duck Creek Parkway,--,Smyrna,DE,199771091,Kent,06,08,Middle,0,0,0,0,1,0,0,"700 Duck Creek Parkway
Smyrna, DE 199771091
(39.303572, -75.624913)"
2016,16,782,Laurel School District,Regular,Laurel Intermediate Middle School,PUBLIC,1133 S Central Ave,--,Laurel,DE,19956,Sussex,05,08,Middle,0,0,0,1,1,0,0,"1133 S Central Ave
Laurel, DE 19956
(38.547215, -75.569425)"
2013,33,330,Christina School District,Regular,Smith (Jennie E.) Elementary School,PUBLIC,142 Brennen Drive,--,Newark,DE,197133998,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"142 Brennen Drive
Newark, DE 197133998
(39.674029, -75.713725)"
2012,17,726,Cape Henlopen School District,Regular,Cape Henlopen High School,PUBLIC,1250 Kings Highway,--,Lewes,DE,199581798,Sussex,08,12,High,0,0,0,0,1,1,0,"1250 Kings Highway
Lewes, DE 199581798
(38.756012, -75.148124)"
2013,18,675,Milford School District,Regular,Milford Central Academy,PUBLIC,1021 N Walnut Street,--,Milford,DE,199631298,Kent,08,09,High,0,0,0,0,1,1,0,"1021 N Walnut Street
Milford, DE 199631298
(38.929829, -75.429403)"
2016,36,743,Indian River School District,Regular,Georgetown Middle School,PUBLIC,301 West Market Street,--,Georgetown,DE,199472399,Sussex,06,08,Middle,0,0,0,0,1,0,0,"301 West Market Street
Georgetown, DE 199472399
(38.685699, -75.391282)"
